city_id,households_2000,households_2010,households_2020,households_2025,households_2030,households_2035,households_2040
78.0,2600.0,2579.0,2824.0,2910.0,2983.0,3079.0,3122.0
79.0,1174.0,1512.0,1653.0,1777.0,1898.0,2115.0,2469.0
80.0,3514.0,3912.0,4384.0,4603.0,4795.0,5134.0,5519.0
81.0,75525.0,78798.0,86268.0,88073.0,90862.0,96980.0,102773.0
82.0,7217.0,7508.0,9247.0,9722.0,10647.0,11230.0,11719.0
83.0,11972.0,12745.0,13936.0,14264.0,14602.0,15014.0,15393.0
84.0,138.0,157.0,186.0,214.0,232.0,256.0,286.0
85.0,4235.0,4785.0,6036.0,6726.0,7320.0,8312.0,8917.0
86.0,348.0,431.0,504.0,512.0,511.0,517.0,517.0
87.0,373.0,409.0,444.0,448.0,445.0,446.0,449.0
88.0,80721.0,91885.0,110450.0,116736.0,122518.0,128216.0,137514.0
89.0,16863.0,18570.0,26953.0,30050.0,32693.0,35190.0,39227.0
90.0,54080.0,66996.0,79685.0,88058.0,98043.0,109317.0,122715.0
91.0,62358.0,77348.0,93658.0,98718.0,103763.0,111175.0,124339.0
92.0,257.0,2783.0,2839.0,3022.0,3178.0,3366.0,3623.0
93.0,4847.0,6272.0,7039.0,7322.0,7662.0,8004.0,8393.0
94.0,2017.0,2456.0,2553.0,2612.0,2668.0,2735.0,2916.0
95.0,70.0,43.0,51.0,51.0,43.0,37.0,37.0
