city_id	households_2000	households_2010	households_2020	households_2025	households_2030	households_2035	households_2040
69.0	257911.0	284773.0	318051.0	326429.0	333211.0	338782.0	341100.0
70.0	20667.0	22172.0	26133.0	28350.0	32299.0	38384.0	43056.0
71.0	5959.0	6496.0	8907.0	9636.0	10243.0	10826.0	12383.0
72.0	124.0	125.0	158.0	181.0	224.0	266.0	327.0
73.0	3493.0	3665.0	4270.0	4487.0	4700.0	5079.0	5714.0
74.0	38803.0	43434.0	47999.0	50379.0	53717.0	58715.0	66126.0
75.0	1028.0	3379.0	3437.0	3485.0	3520.0	3597.0	3891.0
76.0	177.0	200.0	228.0	247.0	282.0	352.0	427.0
77.0	1416.0	2283.0	2534.0	2630.0	2733.0	2912.0	3523.0
78.0	2600.0	2579.0	2824.0	2910.0	2983.0	3079.0	3122.0
79.0	1174.0	1512.0	1653.0	1777.0	1898.0	2115.0	2469.0
80.0	3514.0	3912.0	4384.0	4603.0	4795.0	5134.0	5519.0
81.0	75525.0	78798.0	86268.0	88073.0	90862.0	96980.0	102773.0
82.0	7168.0	7465.0	9196.0	9681.0	10617.0	11206.0	11750.0
83.0	11972.0	12745.0	13936.0	14264.0	14602.0	15014.0	15393.0
84.0	138.0	157.0	186.0	214.0	232.0	256.0	286.0
85.0	4235.0	4785.0	6036.0	6726.0	7320.0	8312.0	8917.0
86.0	348.0	431.0	504.0	512.0	511.0	517.0	517.0
87.0	373.0	409.0	444.0	448.0	445.0	446.0	449.0
88.0	39025.0	45240.0	53907.0	57168.0	60098.0	63051.0	67528.0
89.0	15896.0	17108.0	25092.0	28003.0	30393.0	32582.0	35913.0
90.0	53476.0	66095.0	78230.0	86232.0	95738.0	106623.0	119665.0
91.0	51858.0	65068.0	79843.0	84030.0	88209.0	94403.0	105058.0
92.0	257.0	2783.0	2839.0	3022.0	3178.0	3366.0	3623.0
93.0	4847.0	6272.0	7039.0	7322.0	7662.0	8004.0	8393.0
94.0	2069.0	2502.0	2609.0	2689.0	2798.0	2911.0	3159.0
95.0	70.0	43.0	51.0	51.0	43.0	37.0	37.0
