city_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
40.0	14851.0	17821.0	21844.0	22852.0	24083.0	25556.0	26770.0
41.0	1925.0	2067.0	2562.0	2590.0	2627.0	2659.0	2709.0
42.0	3860.0	4788.0	5808.0	6110.0	6266.0	7020.0	7318.0
43.0	26758.0	25327.0	32269.0	32787.0	34026.0	35543.0	36348.0
44.0	26269.0	24664.0	33236.0	34450.0	37065.0	40379.0	47175.0
45.0	3058.0	3522.0	4679.0	5179.0	5888.0	6424.0	7089.0
46.0	12233.0	12732.0	17966.0	19230.0	21052.0	23177.0	25329.0
47.0	522.0	499.0	667.0	674.0	683.0	692.0	694.0
48.0	7823.0	7638.0	9268.0	9804.0	10027.0	10343.0	11143.0
49.0	4075.0	5238.0	6286.0	6668.0	6959.0	7493.0	8427.0
50.0	25.0	24.0	159.0	168.0	173.0	188.0	198.0
51.0	7807.0	8205.0	10339.0	10798.0	11449.0	12330.0	12917.0
52.0	7759.0	7188.0	9931.0	10883.0	12049.0	12838.0	16223.0
53.0	7915.0	9647.0	11360.0	11676.0	12563.0	13458.0	13902.0
54.0	1342.0	1803.0	2403.0	2442.0	2506.0	2565.0	2620.0
55.0	734.0	879.0	952.0	960.0	971.0	997.0	1015.0
56.0	2561.0	3176.0	3892.0	4273.0	5167.0	7119.0	9542.0
57.0	773.0	1123.0	1441.0	1478.0	1358.0	1553.0	1597.0
58.0	999.0	837.0	1309.0	1346.0	1511.0	1593.0	1636.0
59.0	25200.0	31835.0	39539.0	41921.0	44265.0	46163.0	48265.0
60.0	6141.0	6706.0	8163.0	8338.0	8443.0	8578.0	8881.0
61.0	5974.0	5807.0	7171.0	7359.0	7460.0	7685.0	7890.0
62.0	20187.0	21121.0	24722.0	25705.0	27069.0	28790.0	31672.0
63.0	75605.0	78761.0	100834.0	104111.0	107590.0	121852.0	139879.0
64.0	61786.0	56049.0	71000.0	73502.0	75516.0	77799.0	82924.0
65.0	482.0	257.0	380.0	414.0	416.0	441.0	442.0
66.0	166.0	163.0	246.0	248.0	258.0	266.0	272.0
67.0	7756.0	6621.0	8693.0	8874.0	9074.0	9180.0	9437.0
68.0	32564.0	27496.0	33752.0	35420.0	37305.0	39217.0	41532.0
69.0	538050.0	485508.0	604109.0	638857.0	670654.0	707247.0	737497.0
70.0	18150.0	17986.0	21020.0	21114.0	20825.0	20853.0	25044.0
71.0	9769.0	9846.0	11861.0	12391.0	13154.0	14071.0	14502.0
72.0	142.0	92.0	159.0	154.0	160.0	165.0	172.0
73.0	4773.0	5017.0	6861.0	6912.0	7071.0	7609.0	8150.0
74.0	14589.0	20344.0	22699.0	23238.0	24387.0	25865.0	27248.0
75.0	1307.0	2292.0	2694.0	2904.0	3106.0	3474.0	3927.0
76.0	73.0	66.0	71.0	85.0	95.0	104.0	110.0
77.0	2990.0	3179.0	3623.0	3796.0	4066.0	4648.0	5361.0
78.0	1100.0	940.0	1138.0	1181.0	1201.0	1228.0	1258.0
79.0	935.0	977.0	1473.0	1524.0	1581.0	1670.0	1741.0
80.0	7097.0	8984.0	9864.0	9939.0	9923.0	10477.0	10876.0
81.0	111923.0	104099.0	133998.0	140567.0	146768.0	161764.0	188678.0
82.0	50342.0	43270.0	52500.0	60484.0	73002.0	83616.0	94776.0
83.0	6557.0	6487.0	8341.0	9166.0	9670.0	10535.0	11310.0
84.0	181.0	112.0	199.0	206.0	214.0	229.0	240.0
85.0	14832.0	11995.0	16835.0	17119.0	17426.0	17636.0	18674.0
86.0	94.0	113.0	127.0	129.0	125.0	126.0	127.0
87.0	105.0	122.0	130.0	129.0	129.0	132.0	145.0
88.0	16980.0	17893.0	22945.0	24032.0	24989.0	25772.0	26814.0
89.0	8500.0	9572.0	11625.0	12044.0	12320.0	12459.0	12867.0
90.0	35171.0	40385.0	51001.0	51953.0	56942.0	64484.0	76449.0
91.0	33557.0	34913.0	42339.0	44339.0	46140.0	50230.0	54993.0
92.0	36.0	521.0	692.0	723.0	750.0	780.0	813.0
93.0	11430.0	12735.0	16029.0	17049.0	17909.0	18566.0	18963.0
94.0	2060.0	2045.0	2618.0	2751.0	2816.0	3078.0	3210.0
95.0	1534.0	1796.0	1919.0	1923.0	1916.0	2076.0	2276.0
